stand_type,easting,northing,long,lat,stand_numbers,geom,stand_location
Sheffield Stand,316737.287,233365.719,-6.248222511474401,53.33789050834846,4,"53.33789050834846, -6.248222511474401","Clinton House, Fitzwilliam Street Lower, South Dock ED, Dublin, County Dublin, Leinster, D02 FN88, Éire / Ireland"
Sheffield Stand,316747.602,233353.311,-6.248072306241399,53.33777680130156,6,"53.33777680130156, -6.248072306241399","Fitzwilliam 28, Fitzwilliam Street Lower, South Dock ED, Dublin, County Dublin, Leinster, D02 FN88, Éire / Ireland"
Sheffield Stand,314962.874,234674.474,-6.274372751538388,53.350032398475996,4,"53.350032398475996, -6.274372751538388","Daybreak, North King Street, Inns Quay C ED, Dublin, County Dublin, Leinster, D07 E128, Éire / Ireland"
Sheffield Stand,314734.224,234604.059,-6.27783012047926,53.349449602825075,6,"53.349449602825075, -6.27783012047926","7, Smithfield Terrace, Smithfield, Arran Quay C ED, Dublin, County Dublin, Leinster, D07 TP22, Éire / Ireland"
Sheffield Stand,316521.965,233117.996,-6.2515444112396406,53.3357131619942,7,"53.3357131619942, -6.2515444112396406","61, Fitzwilliam Square North, Dublin, County Dublin, Leinster, D02 T922, Éire / Ireland"
Sheffield Stand,314234.867,234996.798,-6.285183407820541,53.353084743008026,6,"53.353084743008026, -6.285183407820541","39, Manor Street, Oxmantown, Arran Quay B ED, Dublin, County Dublin, Leinster, D07 V403, Éire / Ireland"
Sheffield Stand,315699.416,234468.328,-6.263393142695285,53.34802059873348,5,"53.34802059873348, -6.263393142695285","110, Middle Abbey Street, North City ED, Dublin, County Dublin, Leinster, D01 X8R2, Éire / Ireland"
Sheffield Stand,315612.72,233119.977,-6.265186115223699,53.335930165642786,6,"53.335930165642786, -6.265186115223699","8, Camden Street Lower, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 DH36, Éire / Ireland"
Sheffield Stand,315258.504,235633.978,-6.269586422090538,53.35858531535277,2,"53.35858531535277, -6.269586422090538","11, Berkeley Road, Inns Quay B ED, Dublin, County Dublin, Leinster, D07 K188, Éire / Ireland"
Sheffield Stand,315655.634,234523.334,-6.264030164959809,53.34852416437058,8,"53.34852416437058, -6.264030164959809","Arnotts, 12, Henry Street, North City ED, Dublin, County Dublin, Leinster, D01 F5P2, Éire / Ireland"
Sheffield Stand,316984.858,233275.145,-6.244541189716252,53.33702246602476,7,"53.33702246602476, -6.244541189716252","33-34, Mount Street Upper, South Dock ED, Dublin, County Dublin, Leinster, D02 PR89, Éire / Ireland"
Sheffield Stand,316061.804,232572.865,-6.258648205651193,53.33091843383071,9,"53.33091843383071, -6.258648205651193","Canal Way Cycle Route, Portobello, Saint Kevin's ED, Dublin, Dublin 2, Leinster, D02 WV10, Éire / Ireland"
Stainless Steel Curved,317351.711,233904.027,-6.238803980981197,53.34258915701977,5,"53.34258915701977, -6.238803980981197","Grand Canal Dock, Grand Canal Square, Dublin Docklands, South Dock ED, Dublin, County Dublin, Leinster, D02 HP83, Éire / Ireland"
Stainless Steel Curved,317301.225,234208.039,-6.239449073254064,53.34533059627333,6,"53.34533059627333, -6.239449073254064","Hanover Medical Centre, 5, Lazer Lane, Dublin Docklands, South Dock ED, Dublin, County Dublin, Leinster, D02 KV60, Éire / Ireland"
Stainless Steel Curved,317380.414,234171.302,-6.238274266530826,53.344983124371,12,"53.344983124371, -6.238274266530826","Grand Canal Square, 25-36, Forbes Street, Dublin Docklands, South Dock ED, Dublin, County Dublin, Leinster, D02 KV60, Éire / Ireland"
Stainless Steel Curved,317533.24,234178.018,-6.235978290251846,53.34500954321775,12,"53.34500954321775, -6.235978290251846","Blood Stoney Road, Docklands, South Dock ED, Dublin, Dublin 2, Leinster, D02 YN22, Éire / Ireland"
Stainless Steel Curved,317535.205,234185.288,-6.2359461049008,53.34507439700891,12,"53.34507439700891, -6.2359461049008","Blood Stoney Road, Docklands, South Dock ED, Dublin, Dublin 2, Leinster, D02 YN22, Éire / Ireland"
Stainless Steel Curved,317387.459,234153.824,-6.2381750148592,53.34482459742962,12,"53.34482459742962, -6.2381750148592","Hanover Dock, 52-75, Forbes Street, Dublin Docklands, South Dock ED, Dublin, County Dublin, Leinster, D02 KV60, Éire / Ireland"
Stainless Steel Curved,315647.646,233804.604,-6.2644123354646615,53.34207109212405,3,"53.34207109212405, -6.2644123354646615","David Marshall Hair Salon and School of Hairdressing, 12, Fade Street, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 AX50, Éire / Ireland"
Stainless Steel Curved,317704.081,234106.733,-6.233440927576674,53.34433140918116,8,"53.34433140918116, -6.233440927576674","Accenture The Dock, Benson Street, Dublin Docklands, South Dock ED, Dublin, County Dublin, Leinster, D02 F540, Éire / Ireland"
Stainless Steel Curved,317467.413,234173.004,-6.236968026443806,53.3449791192157,8,"53.3449791192157, -6.236968026443806","Horse Fair, Docklands, South Dock ED, Dublin, Dublin 2, Leinster, D02 YN22, Éire / Ireland"
Sheffield Stand,314050.203,235327.753,-6.287836120700441,53.356096850576385,4,"53.356096850576385, -6.287836120700441","Park Shopping Centre, Prussia Street, Oxmantown, Arran Quay B ED, Dublin, County Dublin, Leinster, D07 E1RD, Éire / Ireland"
Sheffield Stand,315803.19,233890.945,-6.26204664211107,53.34281252197768,7,"53.34281252197768, -6.26204664211107","64, William Street South, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 VH59, Éire / Ireland"
Sheffield Stand,315612.501,235021.986,-6.264495558403693,53.35301190648749,8,"53.35301190648749, -6.264495558403693","Rotunda Hospital, Parnell Square West, Rotunda B ED, Dublin, County Dublin, Leinster, D01 P5W9, Éire / Ireland"
Sheffield Stand,313900.354,233736.23,-6.290657713821573,53.34183567404471,4,"53.34183567404471, -6.290657713821573","'The Pitch', Basin Street Lower, Ushers C ED, Dublin, County Dublin, Leinster, D08 EP89, Éire / Ireland"
Sheffield Stand,314608.107,234416.675,-6.279790800322868,53.34779403261262,10,"53.34779403261262, -6.279790800322868","Probation Service, Haymarket, Smithfield, Arran Quay C ED, Dublin, County Dublin, Leinster, D07 Y683, Éire / Ireland"
Sheffield Stand,315256.918,233915.567,-6.270235409716659,53.34315281239113,6,"53.34315281239113, -6.270235409716659","20, Christchurch Place, Wood Quay A ED, Dublin, County Dublin, Leinster, D08 RK00, Éire / Ireland"
Sheffield Stand,315598.337,233182.223,-6.265379227935743,53.33649232847711,3,"53.33649232847711, -6.265379227935743","Bakelicious, 2, Montague Street, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 TP83, Éire / Ireland"
Sheffield Stand,314868.564,233884.686,-6.276074565686282,53.34295984563775,3,"53.34295984563775, -6.276074565686282","The Noto Building, Francis Street, The Liberties, Merchants Quay B ED, Dublin, County Dublin, Leinster, D08 F2RN, Éire / Ireland"
Sheffield Stand,313717.358,234209.605,-6.293233996342276,53.346126378894155,8,"53.346126378894155, -6.293233996342276","Heuston, Set-down area, Kilmainham, Ushers A ED, Dublin, County Dublin, Leinster, D08 E2CV, Éire / Ireland"
Sheffield Stand,316532.673,233341.264,-6.2513016908842305,53.33771593544699,5,"53.33771593544699, -6.2513016908842305","19, Baggot Street Lower, Dublin, County Dublin, Leinster, D02 X658, Éire / Ireland"
Sheffield Stand,315652.815,233904.404,-6.264298352588834,53.342966254167145,13,"53.342966254167145, -6.264298352588834","Taste at Rustic, Exchequer Street, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 VH59, Éire / Ireland"
Sheffield Stand,315450.914,234122.466,-6.267248786682884,53.34496869386177,4,"53.34496869386177, -6.267248786682884","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,315662.887,234048.808,-6.264094507219209,53.34426092769424,5,"53.34426092769424, -6.264094507219209","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,315879.927,234577.911,-6.260643877949736,53.34896527426559,5,"53.34896527426559, -6.260643877949736","Princes Street / O'Connell Street, Prince's Street North, North City ED, Dublin, County Dublin, Leinster, D01 F5P2, Éire / Ireland"
Sheffield Stand,316414.144,233794.595,-6.25291371609856,53.341813281201816,5,"53.341813281201816, -6.25291371609856","6, Leinster Street South, Mansion House A ED, Dublin, County Dublin, Leinster, D02 CY95, Éire / Ireland"
Railing,315540.279,233419.773,-6.266163787753541,53.33863840389906,4,"53.33863840389906, -6.266163787753541","Whitefriars, Aungier Street, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 K527, Éire / Ireland"
Railing,315437.593,234004.91,-6.267491519266796,53.34391584127304,4,"53.34391584127304, -6.267491519266796","0464, Cork Hill, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 YP97, Éire / Ireland"
Railing,316075.072,233732.458,-6.258024659770214,53.34132965797744,4,"53.34132965797744, -6.258024659770214","One Molesworth Street, 1, Molesworth Street, Dublin, County Dublin, Leinster, D02 RF29, Éire / Ireland"
Sheffield Stand,315536.215,234741.942,-6.265742763831389,53.350513523455405,11,"53.350513523455405, -6.265742763831389","Cafe Cucina, Parnell Street, North City ED, Dublin, County Dublin, Leinster, D01 H578, Éire / Ireland"
Sheffield Stand,315870.526,234575.007,-6.260786037337254,53.34894125119669,18,"53.34894125119669, -6.260786037337254","Penneys, 39, O'Connell Street Lower, North City ED, Dublin, County Dublin, Leinster, D01 F5P2, Éire / Ireland"
Sheffield Stand,316518.041,234850.136,-6.250966499800801,53.35127003745949,12,"53.35127003745949, -6.250966499800801","Paddy Power, Talbot Street, Mountjoy A ED, Dublin, County Dublin, Leinster, D01 P6K1, Éire / Ireland"
Sheffield Stand,315256.892,234779.286,-6.269921640874904,53.35090978307725,6,"53.35090978307725, -6.269921640874904","84, Capel Street, Rotunda B ED, Dublin, County Dublin, Leinster, D07 PR5X, Éire / Ireland"
Sheffield Stand,315697.898,234886.887,-6.2632630750551135,53.35177994739211,4,"53.35177994739211, -6.2632630750551135","59, Parnell Square West, Rotunda B ED, Dublin, County Dublin, Leinster, D01 R243, Éire / Ireland"
Sheffield Stand,315710.776,233689.256,-6.263507090403863,53.34102137867678,6,"53.34102137867678, -6.263507090403863","Zaika, Stephen Street Lower, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 NV08, Éire / Ireland"
Sheffield Stand,315632.078,232779.547,-6.265019796849307,53.33286857810817,8,"53.33286857810817, -6.265019796849307","Chopped, Camden Street Upper, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 NP22, Éire / Ireland"
Sheffield Stand,315801.655,234005.381,-6.262027866181443,53.34384059097377,4,"53.34384059097377, -6.262027866181443","6-9, Trinity Street, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 H684, Éire / Ireland"
Sheffield Stand,315708.34,234332.958,-6.26330863915529,53.34680291018918,4,"53.34680291018918, -6.26330863915529","Il Fornaio, Liffey Street Lower, North City ED, Dublin, County Dublin, Leinster, D01 X015, Éire / Ireland"
Sheffield Stand,315120.718,233461.67,-6.272444179302019,53.339106027552035,5,"53.339106027552035, -6.272444179302019","Spar, 52-53, Patrick Street, Wood Quay A ED, Dublin, County Dublin, Leinster, D08 W2V0, Éire / Ireland"
Sheffield Stand,315279.141,233935.184,-6.26989477871052,53.34332415386033,14,"53.34332415386033, -6.26989477871052","Christchurch Place, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 RH33, Éire / Ireland"
Sheffield Stand,313796.011,234298.491,-6.292021651453963,53.346907767663176,16,"53.346907767663176, -6.292021651453963","#4319 Heuston Station, Victoria Quay, Heuston Station, Kilmainham, Ushers A ED, Dublin, County Dublin, Leinster, D08 E2CV, Éire / Ireland"
Sheffield Stand,314010.91,233926.01,-6.288930392658671,53.34351629849984,3,"53.34351629849984, -6.288930392658671","St James' graveyard, James's Street, Ushers B ED, Dublin, County Dublin, Leinster, D08 ET27, Éire / Ireland"
Sheffield Stand,314550.773,233903.411,-6.280836826004401,53.343196844258024,4,"53.343196844258024, -6.280836826004401","129, Thomas Street, The Liberties, Merchants Quay A ED, Dublin, County Dublin, Leinster, D08 C2W7, Éire / Ireland"
Sheffield Stand,315596.696,234172.631,-6.265042680278605,53.34538741783976,8,"53.34538741783976, -6.265042680278605","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,315608.191,234170.326,-6.264871009485658,53.345364207642334,4,"53.345364207642334, -6.264871009485658","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,315669.796,234132.153,-6.263960403742411,53.34500792885959,8,"53.34500792885959, -6.263960403742411","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,315698.364,234133.293,-6.263531256285706,53.345011926480126,4,"53.345011926480126, -6.263531256285706","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,315829.696,234215.297,-6.261530334238532,53.34571968348659,8,"53.34571968348659, -6.261530334238532","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,313593.252,234467.114,-6.295004270451176,53.34846570505184,7,"53.34846570505184, -6.295004270451176","Phoenix Park Hotel, Infirmary Road, Arran Quay D ED, Dublin, County Dublin, Leinster, D08 YFF1, Éire / Ireland"
Sheffield Stand,315744.217,234477.977,-6.262717224586188,53.34809746413205,4,"53.34809746413205, -6.262717224586188","Arnotts, 12, Henry Street, North City ED, Dublin, County Dublin, Leinster, D01 F5P2, Éire / Ireland"
Sheffield Stand,315620.084,234449.284,-6.264590742840365,53.34786689519512,3,"53.34786689519512, -6.264590742840365","123a, Upper Abbey Street, North City ED, Dublin, County Dublin, Leinster, D01 R2P0, Éire / Ireland"
Sheffield Stand,316425.953,234826.933,-6.252357222201049,53.35108191383721,9,"53.35108191383721, -6.252357222201049","33, Talbot Street, Mountjoy A ED, Dublin, County Dublin, Leinster, D01 E4H9, Éire / Ireland"
Stainless Steel Curved,317376.228,234130.903,-6.23835204906083,53.34462123921008,4,"53.34462123921008, -6.23835204906083","Lolly and Cooks, Forbes Street, Dublin Docklands, South Dock ED, Dublin, County Dublin, Leinster, D02 KV60, Éire / Ireland"
Stainless Steel Curved,317522.314,234135.58,-6.23615799586704,53.34463084374857,12,"53.34463084374857, -6.23615799586704","Blood Stoney Road, Docklands, South Dock ED, Dublin, Dublin 2, Leinster, D02 YN22, Éire / Ireland"
Stainless Steel Curved,315471.177,235819.159,-6.266326203713828,53.36020204666167,25,"53.36020204666167, -6.266326203713828","Mater Misericordiae University Hospital, North Circular Road, Inns Quay A ED, Dublin, County Dublin, Leinster, D01 C2F6, Éire / Ireland"
Sheffield Stand,315434.199,234685.804,-6.267294412635442,53.350031606404826,5,"53.350031606404826, -6.267294412635442","Jervis Medical Centre, Parnell Street, North City ED, Dublin, County Dublin, Leinster, D01 K5N8, Éire / Ireland"
Sheffield Stand,315260.724,234123.558,-6.270102652449251,53.34501992930567,5,"53.34501992930567, -6.270102652449251","Dublin City Council, Wood Quay, Wood Quay A ED, Dublin, County Dublin, Leinster, D08 RF3F, Éire / Ireland"
Sheffield Stand,316095.756,234517.835,-6.257426569056693,53.34837846461388,5,"53.34837846461388, -6.257426569056693","Abbey Theatre, 26, Abbey Street Lower, North City ED, Dublin, County Dublin, Leinster, D01 K0F1, Éire / Ireland"
Sheffield Stand,315179.115,234242.465,-6.271284179289819,53.34610557654279,3,"53.34610557654279, -6.271284179289819","7, Ormond Square, Inns Quay C ED, Dublin, County Dublin, Leinster, D07 E624, Éire / Ireland"
Sheffield Stand,315724.58,233841.871,-6.263244229781977,53.34238897758228,8,"53.34238897758228, -6.263244229781977","Costume, Castle Market, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 XR91, Éire / Ireland"
Sheffield Stand,317446.749,234589.876,-6.237123627323264,53.34872751833336,34,"53.34872751833336, -6.237123627323264","Spencer Dock, Mayor Street Upper, North Docklands, North Wall, North Dock B ED, Dublin, County Dublin, Leinster, D01 T1W6, Éire / Ireland"
Sheffield Stand,313521.186,234446.584,-6.296093254715738,53.348296779954225,42,"53.348296779954225, -6.296093254715738","Criminal Courts of Justice, Parkgate Street, Islandbridge, Phoenix Park ED, Dublin, County Dublin, Leinster, D08 K6YH, Éire / Ireland"
Sheffield Stand,313446.134,234266.598,-6.297284135482392,53.346696407563776,166,"53.346696407563776, -6.297284135482392","Heuston Station bicycle parking, Saint John's Road West, Kilmainham, Ushers A ED, Dublin, County Dublin, Leinster, D08 YFF1, Éire / Ireland"
Sheffield Stand,316119.348,234470.185,-6.257089950397454,53.34794535517793,10,"53.34794535517793, -6.257089950397454","Eden Quay, North City ED, Dublin, County Dublin, Leinster, D01 EK70, Éire / Ireland"
Sheffield Stand,315757.124,233694.396,-6.2628097157617715,53.3410574128879,4,"53.3410574128879, -6.2628097157617715","TU Dublin - Conservatory of Music and Drama, Chatham Row, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 HX66, Éire / Ireland"
Sheffield Stand,315573.483,234789.378,-6.265166090647676,53.35093140600027,11,"53.35093140600027, -6.265166090647676","185, Parnell Street, Rotunda B ED, Dublin, County Dublin, Leinster, D01 H578, Éire / Ireland"
Sheffield Stand,315983.877,233950.178,-6.259313470171333,53.34330494571967,10,"53.34330494571967, -6.259313470171333","Nassau Street, Mansion House A ED, Dublin, Dublin 2, Leinster, D02 RP20, Éire / Ireland"
Sheffield Stand,316789.331,233153.532,-6.247519760615502,53.335973428042585,5,"53.335973428042585, -6.247519760615502","Block 2, Miesian Plaza, 50-58, Baggot Street Lower, South Dock ED, Dublin, County Dublin, Leinster, D02 XW14, Éire / Ireland"
Sheffield Stand,315444.753,234129.627,-6.26733863875515,53.345034349036425,4,"53.345034349036425, -6.26733863875515","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,315584.065,233188.385,-6.26559112479323,53.336550782882526,3,"53.336550782882526, -6.26559112479323","Bóbós, 22, Wexford Street, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 K232, Éire / Ireland"
Sheffield Stand,315326.251,234583.081,-6.268952017161247,53.3491325865843,2,"53.3491325865843, -6.268952017161247","Kopitiam, 53, Capel Street, North City ED, Dublin, County Dublin, Leinster, D01 E0H2, Éire / Ireland"
Sheffield Stand,315483.659,234709.557,-6.266543400157118,53.350234143701186,2,"53.350234143701186, -6.266543400157118","Penneys, Mary Street, North City ED, Dublin, County Dublin, Leinster, D01 HW54, Éire / Ireland"
Sheffield Stand,316040.24,234723.909,-6.258184308220243,53.35024134911288,5,"53.35024134911288, -6.258184308220243","Fusciardi's, 26, Marlborough Street, North City ED, Dublin, County Dublin, Leinster, D01 X8F8, Éire / Ireland"
Sheffield Stand,316589.41,234825.5,-6.249904354383317,53.35103307576484,8,"53.35103307576484, -6.249904354383317","Connolly Luas Substation, Amiens Street, North Dock C ED, Dublin, County Dublin, Leinster, D01 P6K1, Éire / Ireland"
Sheffield Stand,315601.502,233103.476,-6.265360448394895,53.33578442016408,2,"53.33578442016408, -6.265360448394895","McGuinness Traditional Takeaway, Camden Street Lower, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 DH36, Éire / Ireland"
Sheffield Stand,315619.469,233085.009,-6.265097602015801,53.33561464918429,2,"53.33561464918429, -6.265097602015801","14-15, Camden Street Lower, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 RP27, Éire / Ireland"
Sheffield Stand,315797.933,235005.731,-6.261718130103914,53.352825396939764,13,"53.352825396939764, -6.261718130103914","Molly Malone, Cavendish Row, Rotunda B ED, Dublin, County Dublin, Leinster, D01 R243, Éire / Ireland"
Sheffield Stand,316429.307,234653.463,-6.252370630767088,53.34952327688752,10,"53.34952327688752, -6.252370630767088","Busáras, Store Street, North Dock C ED, Dublin, County Dublin, Leinster, D01 WY03, Éire / Ireland"
Sheffield Stand,316124.547,234396.322,-6.257038991105774,53.347280864256774,10,"53.347280864256774, -6.257038991105774","9, Burgh Quay, Mansion House A ED, Dublin, County Dublin, Leinster, D02 XK70, Éire / Ireland"
Sheffield Stand,316103.209,234384.569,-6.257363541206031,53.347179991476665,8,"53.347179991476665, -6.257363541206031","Padraig Sheahan Memorial, Burgh Quay, Mansion House A ED, Dublin, County Dublin, Leinster, D02 F243, Éire / Ireland"
Sheffield Stand,315980.949,234172.805,-6.259275938827657,53.345304964989204,4,"53.345304964989204, -6.259275938827657","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,315945.856,234058.105,-6.2598445593317775,53.344282546663926,12,"53.344282546663926, -6.2598445593317775","35, College Green, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 VR66, Éire / Ireland"
Sheffield Stand,316272.359,234951.172,-6.254616984240244,53.35223143289655,6,"53.35223143289655, -6.254616984240244","Metropolitan Building, Mabbot Lane, Mountjoy A ED, Dublin, County Dublin, Leinster, D01 X3F4, Éire / Ireland"
Hoops,315730.637,233122.755,-6.263415849923063,53.335929367266715,4,"53.335929367266715, -6.263415849923063","22, Harcourt Street, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 PR84, Éire / Ireland"
Hoops,315565.264,233528.086,-6.265749400180372,53.33960569966473,5,"53.33960569966473, -6.265749400180372","The Swan Bar, 57-58, York Street, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 RW67, Éire / Ireland"
Hoops,315831.507,233983.195,-6.261587986423672,53.34363481350142,4,"53.34363481350142, -6.261587986423672","Saint Andrew Street Post Office, 19-24, Saint Andrew Street, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 EY47, Éire / Ireland"
Hoops,315658.048,234850.175,-6.263874617930076,53.35145894905492,8,"53.35145894905492, -6.263874617930076","Chapters, Parnell Street, Rotunda B ED, Dublin, County Dublin, Leinster, D01 HW54, Éire / Ireland"
Hoops,315584.249,233695.719,-6.2654033988657005,53.34110704867421,10,"53.34110704867421, -6.2654033988657005","Some Neck Guitars, Aungier Street, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 WN47, Éire / Ireland"
Hoops,315546.977,234144.59,-6.265799064298009,53.345146435733575,6,"53.345146435733575, -6.265799064298009","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Hoops,315552.536,234154.888,-6.265711882954975,53.34523770781379,6,"53.34523770781379, -6.265711882954975","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Hoops,315652.816,234128.53,-6.264216551543518,53.344979099667455,6,"53.344979099667455, -6.264216551543518","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Hoops,316519.88,233345.409,-6.251492123175751,53.33775597510579,7,"53.33775597510579, -6.251492123175751","Hackett Reprographics, 17, Baggot Street Lower, Dublin, County Dublin, Leinster, D02 X658, Éire / Ireland"
Hoops,315513.422,234727.572,-6.266090111381174,53.35038944159248,7,"53.35038944159248, -6.266090111381174","Cafe Cucina, Parnell Street, North City ED, Dublin, County Dublin, Leinster, D01 H578, Éire / Ireland"
Hoops,314576.739,234353.786,-6.280284327283572,53.347236018696854,6,"53.347236018696854, -6.280284327283572","McGettigan’s, 78, Queen Street, Smithfield, Arran Quay C ED, Dublin, County Dublin, Leinster, D07 PW67, Éire / Ireland"
Hoops,316616.747,233295.175,-6.250057135291606,53.337283516838966,5,"53.337283516838966, -6.250057135291606","33, Baggot Street Lower, Dublin, County Dublin, Leinster, D02 FN88, Éire / Ireland"
Hoops,316760.249,233420.672,-6.247857734009709,53.33837896928403,4,"53.33837896928403, -6.247857734009709","53, Merrion Square South, Dublin, County Dublin, Leinster, D01 VY60, Éire / Ireland"
Hoops,316459.788,233364.891,-6.252386632953566,53.337944154239196,7,"53.337944154239196, -6.252386632953566","11, Baggot Street Lower, Dublin, County Dublin, Leinster, D02 F821, Éire / Ireland"
Hoops,316398.382,233383.272,-6.253301271395632,53.33812272757721,7,"53.33812272757721, -6.253301271395632","18, Merrion Street Upper, Dublin, County Dublin, Leinster, D02 WV59, Éire / Ireland"
Hoops,315865.43,233518.805,-6.261248655442059,53.33945677346568,1,"53.33945677346568, -6.261248655442059","Stephen's Green Shopping Centre, St. Stephen's Green, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 NY74, Éire / Ireland"
Hoops,315876.185,233543.229,-6.2610783446330665,53.33967376924212,7,"53.33967376924212, -6.2610783446330665","Stephen's Green Shopping Centre, St. Stephen's Green, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 NY74, Éire / Ireland"
Hoops,316150.724,233485.461,-6.25697992148399,53.3390948331541,8,"53.3390948331541, -6.25697992148399","Duff & Phelps, 24, St. Stephen's Green, Dublin, County Dublin, Leinster, D02 EK82, Éire / Ireland"
Hoops,315881.01,233554.313,-6.261001891461808,53.33977225749802,7,"53.33977225749802, -6.261001891461808","Stephen's Green Shopping Centre, St. Stephen's Green, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 NY74, Éire / Ireland"
Hoops,315487.286,234129.767,-6.266700276716234,53.34502633270575,5,"53.34502633270575, -6.266700276716234","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Hoops,316626.893,233974.817,-6.249654855651054,53.343385014083815,3,"53.343385014083815, -6.249654855651054","St Andrew's, Westland Row, Mansion House A ED, Dublin, County Dublin, Leinster, D02 FR90, Éire / Ireland"
Hoops,314578.069,234331.977,-6.280272252112374,53.34703986565107,6,"53.34703986565107, -6.280272252112374","80, Queen Street, Arran Quay C ED, Dublin, County Dublin, Leinster, D07 Y683, Éire / Ireland"
Hoops,315474.974,234555.758,-6.266729810850994,53.348854789106035,5,"53.348854789106035, -6.266729810850994","Sir John T Gilbert, Jervis Street, North City ED, Dublin, County Dublin, Leinster, D01 R2P0, Éire / Ireland"
Hoops,315886.62,234215.257,-6.260676054928282,53.34570687040894,5,"53.34570687040894, -6.260676054928282","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Hoops,315915.208,234219.253,-6.2602455555973835,53.34573650107111,4,"53.34573650107111, -6.2602455555973835","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Hoops,315980.397,234459.217,-6.259179395627069,53.34787730587112,4,"53.34787730587112, -6.259179395627069","Ulster Bank, 2-4, O'Connell Street Lower, North City ED, Dublin, County Dublin, Leinster, D01 PK22, Éire / Ireland"
Hoops,315529.605,234337.349,-6.265989500423069,53.346881369709635,4,"53.346881369709635, -6.265989500423069","Gamers World, 1, Jervis Street, North City ED, Dublin, County Dublin, Leinster, D01 R2P0, Éire / Ireland"
Hoops,316246.263,234863.717,-6.255040773772736,53.35145174650439,5,"53.35145174650439, -6.255040773772736","Deverell Place, North City ED, Dublin, County Dublin, Leinster, D01 X3F4, Éire / Ireland"
Hoops,315561.333,233608.947,-6.265778910191605,53.34033276024988,10,"53.34033276024988, -6.265778910191605","Aungier Street Student Accommodation, 65-67, Aungier Street, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 K527, Éire / Ireland"
Hoops,315631.373,234804.423,-6.264291700346294,53.35105388336612,7,"53.35105388336612, -6.264291700346294","KFC, Parnell Street, North City ED, Dublin, County Dublin, Leinster, D01 HW54, Éire / Ireland"
