stand_type,easting,northing,long,lat,stand_numbers,geom,stand_location
Sheffield Stand,315628.788,233719.678,-6.264726305406147,53.341312499948884,10,"53.341312499948884, -6.264726305406147","Drury Hall, Stephen Street Lower, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 XY61, Éire / Ireland"
Sheffield Stand,315670.353,233485.381,-6.264188068242486,53.33919923286105,4,"53.33919923286105, -6.264188068242486","RCSI Main Building, 123, York Street, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 RD40, Éire / Ireland"
Sheffield Stand,315139.74,233575.131,-6.27211753800196,53.34012087615391,5,"53.34012087615391, -6.27211753800196","Site of Saint Patrick's well, Patrick Street, Wood Quay A ED, Dublin, County Dublin, Leinster, D08 KA43, Éire / Ireland"
Sheffield Stand,315518.515,233386.003,-6.266502665226853,53.33833986619776,10,"53.33833986619776, -6.266502665226853","Bishop's Square, Kevin Street Lower, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 TD99, Éire / Ireland"
Sheffield Stand,315588.21,233293.954,-6.265490445603127,53.337497981318386,5,"53.337497981318386, -6.265490445603127","Bell Burritos, Wexford Street, Royal Exchange B ED, Dublin, County Dublin, Leinster, D02 HY84, Éire / Ireland"
Sheffield Stand,316890.787,233674.835,-6.2458053060038505,53.34063276274149,5,"53.34063276274149, -6.2458053060038505","The National Maternity Hospital, Holles Street, South Dock ED, Dublin, County Dublin, Leinster, D02 FP40, Éire / Ireland"
Sheffield Stand,316778.06,234007.712,-6.247374217765742,53.343647126535366,11,"53.343647126535366, -6.247374217765742","Trinity Biomedical Sciences Institute (Trinity College, Dublin), 152-160, Pearse Street, Mansion House A ED, Dublin, County Dublin, Leinster, D02 DE68, Éire / Ireland"
Sheffield Stand,316820.505,233995.165,-6.246741879490079,53.34352508379055,10,"53.34352508379055, -6.246741879490079","Trinity Biomedical Sciences Institute (Trinity College, Dublin), 152-160, Pearse Street, Mansion House A ED, Dublin, County Dublin, Leinster, D02 DE68, Éire / Ireland"
Sheffield Stand,313650.646,234432.246,-6.294155359115155,53.3481402399713,5,"53.3481402399713, -6.294155359115155","Nancy Hands, 30-32, Parkgate Street, Islandbridge, Arran Quay D ED, Dublin, County Dublin, Leinster, D08 W6X3, Éire / Ireland"
Sheffield Stand,313715.21,234429.126,-6.293187455214156,53.34809835792215,6,"53.34809835792215, -6.293187455214156","P. Duggan’s, 25, Parkgate Street, Rialto, Kilmainham, Arran Quay D ED, Dublin, County Dublin, Leinster, D08 XR94, Éire / Ireland"
Sheffield Stand,314464.667,234494.741,-6.281915420236713,53.348526165147284,3,"53.348526165147284, -6.281915420236713","Blackhall Street, Arran Quay C ED, Dublin, Dublin 7, Leinster, D07 A382, Éire / Ireland"
Sheffield Stand,314674.515,234405.396,-6.278798198101888,53.347678359463224,6,"53.347678359463224, -6.278798198101888","Third Space, Haymarket, Smithfield, Arran Quay C ED, Dublin, County Dublin, Leinster, D07 Y683, Éire / Ireland"
Sheffield Stand,314664.039,234318.689,-6.278986802722337,53.34690191843836,5,"53.34690191843836, -6.278986802722337","Glass House, 11, Coke Lane, Smithfield, Arran Quay C ED, Dublin, County Dublin, Leinster, D07 WNP2, Éire / Ireland"
Sheffield Stand,316753.452,233185.195,-6.248046434018834,53.33626569584664,10,"53.33626569584664, -6.248046434018834","Bank of Ireland, Baggot Street Lower, South Dock ED, Dublin, County Dublin, Leinster, D02 XW14, Éire / Ireland"
Sheffield Stand,316506.506,233333.09,-6.251697323580678,53.33764828209221,10,"53.33764828209221, -6.251697323580678","133, Baggot Street Lower, Dublin, County Dublin, Leinster, D02 F821, Éire / Ireland"
Sheffield Stand,316677.843,232857.51,-6.249301456893307,53.333339477992986,10,"53.333339477992986, -6.249301456893307","Wilton Plaza, Wilton Terrace, South Dock ED, Dublin, County Dublin, Leinster, D04 Y9Y7, Éire / Ireland"
Sheffield Stand,317078.893,233431.529,-6.2430724998644935,53.33840614067032,10,"53.33840614067032, -6.2430724998644935","32, Mount Street Lower, South Dock ED, Dublin, County Dublin, Leinster, D02 HD59, Éire / Ireland"
Sheffield Stand,316906.785,233107.34,-6.245774501307242,53.33553268035009,10,"53.33553268035009, -6.245774501307242","23, Herbert Street, South Dock ED, Dublin, County Dublin, Leinster, D02 FK19, Éire / Ireland"
Sheffield Stand,317267.6,234287.385,-6.2399243328308955,53.34605062961385,10,"53.34605062961385, -6.2399243328308955","McCann FitzGerald, Sir John Rogerson's Quay, Dublin Docklands, South Dock ED, Dublin, County Dublin, Leinster, D02 KV60, Éire / Ireland"
Sheffield Stand,315411.93,233628.84,-6.268013577068174,53.34054399236459,10,"53.34054399236459, -6.268013577068174","McDonagh House, Whitefriar Street, Royal Exchange A ED, Dublin, County Dublin, Leinster, D08 VRR7, Éire / Ireland"
Sheffield Stand,316611.605,233686.795,-6.249990240125904,53.340801712182234,10,"53.340801712182234, -6.249990240125904","cruise shuttle stop, Merrion Square North, Mansion House A ED, Dublin, County Dublin, Leinster, D02 WD37, Éire / Ireland"
Sheffield Stand,316802.03,233771.28,-6.2471016317940835,53.34151849525888,10,"53.34151849525888, -6.2471016317940835","62-64, Fenian Street, Mansion House A ED, Dublin, County Dublin, Leinster, D02 KD51, Éire / Ireland"
Sheffield Stand,316237.885,232748.28,-6.2559422818676,53.332455209589774,10,"53.332455209589774, -6.2559422818676","Royal Victoria Eye and Ear Hospital, Adelaide Road, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 X285, Éire / Ireland"
Sheffield Stand,315122.13,231505.16,-6.273133088010604,53.321534445743104,10,"53.321534445743104, -6.273133088010604","24, Grosvenor Park, Rathmines West F ED, Dublin, County Dublin, Leinster, D06 HP90, Éire / Ireland"
Sheffield Stand,319571.845,231710.705,-6.206315279797378,53.32239522864258,10,"53.32239522864258, -6.206315279797378","Sandymount - (Strand Road near Parade Ave Jct), Strand Road, Pembroke East C ED, Dublin, County Dublin, Leinster, D04 P6C4, Éire / Ireland"
Sheffield Stand,318907.92,232850.363,-6.215846372132313,53.33277947602482,5,"53.33277947602482, -6.215846372132313","Zeba Hairdressing, Sandymount Road, Sandymount, Pembroke East B ED, Dublin, County Dublin, Leinster, D04 XY70, Éire / Ireland"
Sheffield Stand,318900.37,232844.685,-6.215961771377646,53.332730178311934,5,"53.332730178311934, -6.215961771377646","95, Sandymount Road, Sandymount, Pembroke East B ED, Dublin, County Dublin, Leinster, D04 XY70, Éire / Ireland"
Sheffield Stand,316498.005,230954.255,-6.25269839723138,53.31628622671166,10,"53.31628622671166, -6.25269839723138","1, Cowper Drive, Milltown, Dublin, County Dublin, Leinster, D06 Y176, Éire / Ireland"
Sheffield Stand,318758.27,233817.49,-6.217729287439051,53.341498474083274,7,"53.341498474083274, -6.217729287439051","Cambridge Football Club, Pine Road, The ""New Houses"", Pembroke East A ED, Dublin, County Dublin, Leinster, D04 H6W7, Éire / Ireland"
Sheffield Stand,318132.385,233855.73,-6.22710697641483,53.34198186362945,10,"53.34198186362945, -6.22710697641483","Abundant Grace Christian Assembly, 28, Fitzwilliam Street, Ringsend, Pembroke East A ED, Dublin, County Dublin, Leinster, D04 Y970, Éire / Ireland"
Sheffield Stand,315176.22,234193.665,-6.271345363294587,53.34566793841013,10,"53.34566793841013, -6.271345363294587","Ormond Building, Ormond Quay Upper, Inns Quay C ED, Dublin, County Dublin, Leinster, D07 E624, Éire / Ireland"
Sheffield Stand,315257.545,234212.77,-6.270117915150281,53.345821824563004,8,"53.345821824563004, -6.270117915150281","19, Ormond Quay Upper, Inns Quay C ED, Dublin, County Dublin, Leinster, D07 E624, Éire / Ireland"
Sheffield Stand,315353.185,234509.945,-6.268574394558787,53.34846989397703,11,"53.34846989397703, -6.268574394558787","JP Mullen Sports Goods, Mary Street, North City ED, Dublin, County Dublin, Leinster, D01 YN83, Éire / Ireland"
Sheffield Stand,315253.785,234838.585,-6.269946701961527,53.35144301678693,10,"53.35144301678693, -6.269946701961527","85, Capel Street, Rotunda B ED, Dublin, County Dublin, Leinster, D07 PR5X, Éire / Ireland"
Sheffield Stand,315693.765,234931.145,-6.263308946756173,53.352178325003834,6,"53.352178325003834, -6.263308946756173","Rotunda Hospital, Parnell Street, Rotunda B ED, Dublin, County Dublin, Leinster, D01 R243, Éire / Ireland"
Sheffield Stand,315661.06,235156.09,-6.2637177099799874,53.35420566809519,10,"53.35420566809519, -6.2637177099799874","Rotunda B ED, Dublin, Dublin 1, Leinster, Éire / Ireland"
Sheffield Stand,316316.71,234692.13,-6.254046392274582,53.3498952847258,10,"53.3498952847258, -6.254046392274582","Beresford Lane, North City ED, Dublin, Dublin 1, Leinster, D01 VC03, Éire / Ireland"
Sheffield Stand,316484.875,234837.725,-6.251468868247458,53.35116587463913,8,"53.35116587463913, -6.251468868247458","Launderette, Talbot Street, Mountjoy A ED, Dublin, County Dublin, Leinster, D01 E4H9, Éire / Ireland"
Sheffield Stand,317789.9,234745.92,-6.231915447904455,53.35005267981932,9,"53.35005267981932, -6.231915447904455","Castleforbes Square Blocks A-E, Sheriff Street Upper, North Wall, North Dock B ED, Dublin, County Dublin, Leinster, D01 Y161, Éire / Ireland"
Sheffield Stand,317279.005,234791.145,-6.239566710840871,53.35057224265879,9,"53.35057224265879, -6.239566710840871","Docklands, Sheriff Street Upper, North Wall, North Dock B ED, Dublin, County Dublin, Leinster, D01 T1W6, Éire / Ireland"
Sheffield Stand,316101.03,235369.245,-6.257035367694263,53.35602366866705,10,"53.35602366866705, -6.257035367694263","43, Mountjoy Square South, Mountjoy Square, Mountjoy B ED, Dublin, County Dublin, Leinster, D01 PK61, Éire / Ireland"
Sheffield Stand,316068.54,235333.71,-6.257536105067459,53.355711660082974,9,"53.355711660082974, -6.257536105067459","49, Mountjoy Square South, Mountjoy Square, Mountjoy B ED, Dublin, County Dublin, Leinster, D01 PK61, Éire / Ireland"
Sheffield Stand,315848.25,235354.67,-6.260835239612786,53.355948152627064,9,"53.355948152627064, -6.260835239612786","Fire House, 2, Gardiner Place, Rotunda A ED, Dublin, County Dublin, Leinster, D01 K286, Éire / Ireland"
Sheffield Stand,315485.8467,234751.6552,-6.266495218579018,53.3506117448986,10,"53.3506117448986, -6.266495218579018","King's Inn's Street, Rotunda B ED, Dublin, Dublin 1, Leinster, D01 Y9T3, Éire / Ireland"
Sheffield Stand,315315.2303,235681.5998,-6.268717492804724,53.35900064517925,10,"53.35900064517925, -6.268717492804724","Mater Misericordiae University Hospital, North Circular Road, Inns Quay A ED, Dublin, County Dublin, Leinster, D01 C2F6, Éire / Ireland"
Sheffield Stand,315822.4329,235369.1651,-6.261217484748029,53.356083979965334,10,"53.356083979965334, -6.261217484748029","Take my hand and we can go walking, Temple Street North, Rotunda A ED, Dublin, County Dublin, Leinster, D01 PP66, Éire / Ireland"
Sheffield Stand,315819.0355,235356.7102,-6.2612730387705495,53.35597286789657,9,"53.35597286789657, -6.2612730387705495","Take my hand and we can go walking, Temple Street North, Rotunda A ED, Dublin, County Dublin, Leinster, D01 PP66, Éire / Ireland"
Sheffield Stand,314989.7824,234448.892,-6.27405074693728,53.348000624775594,9,"53.348000624775594, -6.27405074693728","St Michin's House, Mary's Lane, Inns Quay C ED, Dublin, County Dublin, Leinster, D07 RR82, Éire / Ireland"
Sheffield Stand,317633.7794,232237.081,-6.235189548055336,53.327556175083345,10,"53.327556175083345, -6.235189548055336","Eat My Veg Food Truck, Herbert Park, Pembroke West B ED, Dublin, County Dublin, Leinster, D04 W996, Éire / Ireland"
Sheffield Stand,314965.8108,234139.0139,-6.274522949418865,53.34522284221582,10,"53.34522284221582, -6.274522949418865","Marshalsea Court, 23, Merchant's Quay, Merchants Quay A ED, Dublin, County Dublin, Leinster, D08 K3KD, Éire / Ireland"
Sheffield Stand,315110.173,233298.1208,-6.272661792188593,53.33763949781262,10,"53.33763949781262, -6.272661792188593","Cathedral Court, New Street South, Merchants Quay C ED, Dublin, County Dublin, Leinster, D08 V972, Éire / Ireland"
Sheffield Stand,314667.892,233828.7098,-6.279106260033701,53.34250061255961,10,"53.34250061255961, -6.279106260033701","Sunflower, Meath Street, The Liberties, Merchants Quay B ED, Dublin, County Dublin, Leinster, D08 A318, Éire / Ireland"
Sheffield Stand,314783.3505,233339.7114,-6.277550677775755,53.33808393962554,10,"53.33808393962554, -6.277550677775755","Teeling Whiskey Company, 13-17, Newmarket, Merchants Quay C ED, Dublin, County Dublin, Leinster, D08 V221, Éire / Ireland"
Sheffield Stand,314880.0395,233858.573,-6.275911820063085,53.342722837736424,10,"53.342722837736424, -6.275911820063085","The Noto Building, Francis Street, The Liberties, Merchants Quay B ED, Dublin, County Dublin, Leinster, D08 F2RN, Éire / Ireland"
Sheffield Stand,315064.1364,233900.1389,-6.273134048525438,53.34305617299251,10,"53.34305617299251, -6.273134048525438","High Street, The Liberties, Merchants Quay B ED, Dublin, County Dublin, Leinster, D08 DH58, Éire / Ireland"
Sheffield Stand,314706.7689,233674.9985,-6.278578473532719,53.3411117224014,10,"53.3411117224014, -6.278578473532719","Just Kidz, Meath Street, The Liberties, Merchants Quay B ED, Dublin, County Dublin, Leinster, D08 A318, Éire / Ireland"
Sheffield Stand,314446.7253,233712.036,-6.2824673599381615,53.34150060842771,10,"53.34150060842771, -6.2824673599381615","Saint Catherine's Primary School, School Street, Guinness Brewery, Ushers C ED, Dublin, County Dublin, Leinster, D08 VF83, Éire / Ireland"
Sheffield Stand,314109.5673,233954.4655,-6.287439591506425,53.343750609065296,10,"53.343750609065296, -6.287439591506425","DublinBikes 75, James's Street, Ushers C ED, Dublin, County Dublin, Leinster, D08 X20N, Éire / Ireland"
Sheffield Stand,314518.6191,233955.0182,-6.281300709573375,53.34366727949208,10,"53.34366727949208, -6.281300709573375","Bloom, Bridgefoot Street, Ushers B ED, Dublin, County Dublin, Leinster, D08 P8H3, Éire / Ireland"
Sheffield Stand,313720.7971,234189.4937,-6.293189599384,53.34594502078383,5,"53.34594502078383, -6.293189599384","Platform 2, Saint John's Road West, Kilmainham, Ushers A ED, Dublin, County Dublin, Leinster, D08 E2CV, Éire / Ireland"
Sheffield Stand,314279.7584,233958.5518,-6.2848840389028355,53.34375061077984,10,"53.34375061077984, -6.2848840389028355","Rupert Guinness Theatre, Watling Street, Ushers B ED, Dublin, County Dublin, Leinster, D08 R596, Éire / Ireland"
Sheffield Stand,314367.6956,233688.4844,-6.283661802392517,53.34130616340043,10,"53.34130616340043, -6.283661802392517","Guinness Enterprise Centre, Taylor's Lane, Ushers C ED, Dublin, County Dublin, Leinster, D08 VF83, Éire / Ireland"
Sheffield Stand,314843.3229,233922.6389,-6.276439601448069,53.34330617175008,10,"53.34330617175008, -6.276439601448069","La Catedral Studios, St Augustine Street, Merchants Quay A ED, Dublin, County Dublin, Leinster, D08 TC6D, Éire / Ireland"
Sheffield Stand,311929.3464,233553.1588,-6.32030064578836,53.340611694187146,10,"53.340611694187146, -6.32030064578836","Inchicore National School, Grattan Crescent, Kilmainham B ED, Dublin, County Dublin, Leinster, D08 PN20, Éire / Ireland"
Sheffield Stand,315614.266,231751.4775,-6.265661709588636,53.32363947980799,10,"53.32363947980799, -6.265661709588636","1, Leinster Square, Rathmines West F ED, Dublin, County Dublin, Leinster, D06 TP90, Éire / Ireland"
Sheffield Stand,321349.696,238204.2792,-6.177162254194072,53.380306300131515,10,"53.380306300131515, -6.177162254194072","Howth Road, Raheny, Clontarf East A ED, Dublin, County Dublin, Leinster, D05 YX56, Éire / Ireland"
Sheffield Stand,321537.0057,238184.3233,-6.1743567042331335,53.38008407977137,11,"53.38008407977137, -6.1743567042331335","St Assam's Graveyard, Main Street, Raheny St. Assam ED, Dublin, County Dublin, Leinster, D05 C6N3, Éire / Ireland"
Sheffield Stand,320155.7242,235832.4255,-6.195995390346408,53.3592784769473,8,"53.3592784769473, -6.195995390346408","Picasso, 1, Vernon Avenue, Clontarf Village, Clontarf East B ED, Dublin, County Dublin, Leinster, D03 P6D0, Éire / Ireland"
Sheffield Stand,315954.9596,236080.6965,-6.2589675309935,53.36244510190647,5,"53.36244510190647, -6.2589675309935","Boles Pharmacy, 20, Drumcondra Road Lower, Glasnevin B ED, Dublin, County Dublin, Leinster, D01 C2F6, Éire / Ireland"
Sheffield Stand,316379.492,236122.0032,-6.252578653362492,53.362722885071065,5,"53.362722885071065, -6.252578653362492","Holy Cross College & Diocesan Centre, Clonliffe Road, Drumcondra South B ED, Dublin, County Dublin, Leinster, D09 A4P8, Éire / Ireland"
Sheffield Stand,314698.7417,236845.1129,-6.277550883537566,53.369583989068865,8,"53.369583989068865, -6.277550883537566","Glasnevin Trust Florist, Finglas Road, Phibsborough, Botanic A ED, Dublin, County Dublin, Leinster, D09 CF72, Éire / Ireland"
Sheffield Stand,313242.66,239105.166,-6.298606542610891,53.39019511586342,10,"53.39019511586342, -6.298606542610891","SuperValu, Seamus Ennis Road, Finglas East A ED, Dublin, County Dublin, Leinster, D11 F76T, Éire / Ireland"
Sheffield Stand,313271.5501,238901.7192,-6.298245419228256,53.388361780067676,5,"53.388361780067676, -6.298245419228256","Tunney's Optometrist, Main Street, Finglas, Ballygall A ED, Dublin, County Dublin, Leinster, D11 K254, Éire / Ireland"
Sheffield Stand,319733.2851,238936.5366,-6.201162257780178,53.38725073588917,5,"53.38725073588917, -6.201162257780178","Insomnia, Main Street, Coolock, Kilmore D ED, Dublin, County Dublin, Leinster, D05 P5Y3, Éire / Ireland"
Sheffield Stand,321114.1098,233512.1489,-6.182495256427338,53.338222900228274,10,"53.338222900228274, -6.182495256427338","Pigeon House Road, Pembroke East A ED, Dublin, Dublin 4, Leinster, D03 T6N3, Éire / Ireland"
Sheffield Stand,314500.5241,233707.1449,-6.281661805358905,53.34144505400845,5,"53.34144505400845, -6.281661805358905","Earl Street South, The Liberties, Merchants Quay B ED, Dublin, Dublin 8, Leinster, D08 VF83, Éire / Ireland"
Sheffield Stand,314767.3865,234001.2233,-6.277550715659056,53.34402839374187,9,"53.34402839374187, -6.277550715659056","Design Building, John Street West, Merchants Quay A ED, Dublin, County Dublin, Leinster, D08 DDF1, Éire / Ireland"
Sheffield Stand,314513.6756,233314.6543,-6.281606227239757,53.337917270338465,5,"53.337917270338465, -6.281606227239757","Ormond Street, Merchants Quay C ED, Dublin, Dublin 8, Leinster, D08 XH90, Éire / Ireland"
Sheffield Stand,311591.7227,236894.8465,-6.324189713433407,53.37069507124797,8,"53.37069507124797, -6.324189713433407","Costa, Ashtown Grove, Ashtown A ED, Dublin, County Dublin, Leinster, D07 XCX5, Éire / Ireland"
Sheffield Stand,314134.7728,233135.4357,-6.287356210244043,53.33638948656713,5,"53.33638948656713, -6.287356210244043","53, Cameron Street, Merchants Quay F ED, Dublin, County Dublin, Leinster, D08 F2C5, Éire / Ireland"
Sheffield Stand,312511.1067,232904.9986,-6.311800619005139,53.33466724532094,8,"53.33466724532094, -6.311800619005139","27, Benbulbin Road, Crumlin B ED, Dublin, County Dublin, Leinster, D08 TP6Y, Éire / Ireland"
Sheffield Stand,313080.2848,232637.0358,-6.303356167088057,53.332139469024256,7,"53.332139469024256, -6.303356167088057","Keeper Road, Brickfields Road, Keeper Road, Crumlin, Crumlin B ED, Dublin, County Dublin, Leinster, D12 YK06, Éire / Ireland"
Sheffield Stand,313080.2848,232637.0358,-6.303356167088057,53.332139469024256,5,"53.332139469024256, -6.303356167088057","Keeper Road, Brickfields Road, Keeper Road, Crumlin, Crumlin B ED, Dublin, County Dublin, Leinster, D12 YK06, Éire / Ireland"
Sheffield Stand,315137.4238,236605.1893,-6.271050877799955,53.36733399000727,4,"53.36733399000727, -6.271050877799955","40, Botanic Road, Glasnevin A ED, Dublin, County Dublin, Leinster, D09 W0X9, Éire / Ireland"
Sheffield Stand,313436.4938,233072.3404,-6.297856197014382,53.33597281195621,5,"53.33597281195621, -6.297856197014382","Rialto Malaysian Chinese Takeaway, 447, South Circular Road, Rialto, Ushers E ED, Dublin, County Dublin, Leinster, D08 CX33, Éire / Ireland"
Sheffield Stand,314369.1016,238473.3577,-6.28191208666746,53.3842784515851,8,"53.3842784515851, -6.28191208666746","Johnstown Park Sports Pavillion, Glasanaon Road, Finglas East F ED, Dublin, County Dublin, Leinster, D11 VK64, Éire / Ireland"
Sheffield Stand,316781.0072,234313.1479,-6.247217438571764,53.34638953048628,6,"53.34638953048628, -6.247217438571764","16, Creighton Street, Mansion House A ED, Dublin, County Dublin, Leinster, D02 CR67, Éire / Ireland"
Sheffield Stand,315504.5632,234133.5101,-6.266439626205259,53.34505618102315,10,"53.34505618102315, -6.266439626205259","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,315440.9182,234162.8947,-6.267384070880281,53.34533395819815,6,"53.34533395819815, -6.267384070880281","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,318261.6913,236248.8853,-6.224273148808698,53.3634451287937,12,"53.3634451287937, -6.224273148808698","Clontarf Road Pitches, Clontarf Road, Marino, Fairview, Clontarf West D ED, Dublin, County Dublin, Leinster, D03 VW10, Éire / Ireland"
Sheffield Stand,315433.819,234150.3504,-6.267495181653265,53.34522284684685,6,"53.34522284684685, -6.267495181653265","Temple Bar, Liffey Boardwalk, North City ED, Dublin, County Dublin, Leinster, D02 YK79, Éire / Ireland"
Sheffield Stand,317493.5633,236186.5306,-6.235828683865526,53.36305623060309,5,"53.36305623060309, -6.235828683865526","iMove, Fairview, Marino, Fairview, Clontarf West D ED, Dublin, County Dublin, Leinster, D03 Y013, Éire / Ireland"
Sheffield Stand,313198.5896,237075.1322,-6.299995310129522,53.37197286654865,5,"53.37197286654865, -6.299995310129522","TU Dublin Sports Broombridge, Broombridge Road, Cabra West A ED, Dublin, County Dublin, Leinster, D11 AY91, Éire / Ireland"
Sheffield Stand,315050.4539,237599.0293,-6.271995382168814,53.376278446556874,5,"53.376278446556874, -6.271995382168814","Saint Mary's HFC secondary school, Old Finglas Road, Glasnevin, Glasnevin A ED, Dublin, County Dublin, Leinster, D09 VY63, Éire / Ireland"
Sheffield Stand,315063.0263,236850.8273,-6.272078669524964,53.36955621508324,6,"53.36955621508324, -6.272078669524964","John Kavanagh’s (The Gravediggers), 1-2, Prospect Square, Glasnevin A ED, Dublin, County Dublin, Leinster, D09 CF72, Éire / Ireland"
Sheffield Stand,313331.7886,238779.4378,-6.297384303030669,53.387250668057796,6,"53.387250668057796, -6.297384303030669","Paddy Power, Finglas Road, Finglas, Ballygall A ED, Dublin, County Dublin, Leinster, D11 K254, Éire / Ireland"
Sheffield Stand,315484.8686,239737.5681,-6.264689969932084,53.395389589823985,10,"53.395389589823985, -6.264689969932084","Silloge Road, Ballymun, Ballymun D ED, Dublin, County Dublin, Leinster, D09 C8P5, Éire / Ireland"
Sheffield Stand,315457.9377,239628.6571,-6.265134406953713,53.39441736546664,5,"53.39441736546664, -6.265134406953713","Sports and Fitness Ballymun, Ballymun Road, Ballymun, Finglas East C ED, Dublin, Dublin 11, Leinster, D09 C8P5, Éire / Ireland"
Sheffield Stand,315901.2408,236917.5944,-6.259467581128602,53.36997289052306,5,"53.36997289052306, -6.259467581128602","Drumcondra Public Library, Millmount Avenue, Drumcondra South C ED, Dublin, County Dublin, Leinster, D09 PT78, Éire / Ireland"
Sheffield Stand,313328.0586,235912.1739,-6.298467467271164,53.36150062981994,8,"53.36150062981994, -6.298467467271164","Maple Centre, Navan Road, Cabra West, Cabra West D ED, Dublin, County Dublin, Leinster, D07 AYW1, Éire / Ireland"
Sheffield Stand,319586.2566,231691.8731,-6.206106216748294,53.32222285505246,10,"53.32222285505246, -6.206106216748294","Sandymount - (Strand Road near Parade Ave Jct), Strand Road, Pembroke East C ED, Dublin, County Dublin, Leinster, D04 P6C4, Éire / Ireland"
Sheffield Stand,311429.5464,232842.4303,-6.3280506013230235,53.33433390138872,5,"53.33433390138872, -6.3280506013230235","Blackhorse Bridge, Davitt Road, Inchicore, Inchicore B ED, Dublin, County Dublin, Leinster, D08 AY24, Éire / Ireland"
Sheffield Stand,319543.8048,231907.3227,-6.20666178465209,53.324167302634805,8,"53.324167302634805, -6.20666178465209","Circle K Martello, Strand Road, Pembroke East C ED, Dublin, County Dublin, Leinster, D04 H668, Éire / Ireland"
Sheffield Stand,318117.9673,232304.1459,-6.22790127783263,53.328050761481784,8,"53.328050761481784, -6.22790127783263","Royal Dublin Society (RDS), Merrion Road, Ballsbridge, Pembroke East E ED, Dublin, County Dublin, Leinster, D04 AK83, Éire / Ireland"
Sheffield Stand,316770.5385,234010.0573,-6.247486227245646,53.3436698476182,5,"53.3436698476182, -6.247486227245646","Trinity Biomedical Sciences Institute (Trinity College, Dublin), 152-160, Pearse Street, Mansion House A ED, Dublin, County Dublin, Leinster, D02 DE68, Éire / Ireland"
Sheffield Stand,314829.1279,232171.0596,-6.2772869193381124,53.32757842144797,4,"53.32757842144797, -6.2772869193381124","Life in Motion, 44, Harold's Cross Road, Kimmage C ED, Dublin, County Dublin, Leinster, D06 HP29, Éire / Ireland"
Sheffield Stand,314600.281,233987.0022,-6.280063639851603,53.343936861507885,10,"53.343936861507885, -6.280063639851603","Thomas Street Car Park, Oliver Bond Street, Merchants Quay A ED, Dublin, County Dublin, Leinster, D08 P8H3, Éire / Ireland"
Sheffield Stand,316185.3693,236636.5551,-6.25530425584362,53.367386620925764,5,"53.367386620925764, -6.25530425584362","147, Drumcondra Road Lower, Drumcondra, Drumcondra South B ED, Dublin, County Dublin, Leinster, D09 A4P8, Éire / Ireland"
Sheffield Stand,315627.623,231429.5438,-6.2655786545196905,53.32074530969325,5,"53.32074530969325, -6.2655786545196905","43, Rathmines Road Upper, Rathmines, Rathmines West D ED, Dublin, County Dublin, Leinster, D06 C5H0, Éire / Ireland"
Sheffield Stand,315944.8775,232552.1896,-6.260409944155466,53.33075835033967,6,"53.33075835033967, -6.260409944155466","Rabobank, 2, Charlemont Place, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 WV10, Éire / Ireland"
Sheffield Stand,316705.1768,232822.9143,-6.248904093904488,53.333022760188456,5,"53.333022760188456, -6.248904093904488","Bank of Ireland, 40, Mespil Road, Pembroke West C ED, Dublin, County Dublin, Leinster, D04 WN52, Éire / Ireland"
Sheffield Stand,315620.0135,233013.5556,-6.265115485493789,53.33497281566394,5,"53.33497281566394, -6.265115485493789","Passion 4 Food, 24, Camden Street Lower, Saint Kevin's ED, Dublin, County Dublin, Leinster, D02 HH92, Éire / Ireland"
Sheffield Stand,317686.3417,232638.0115,-6.234252312761262,53.33114515901386,5,"53.33114515901386, -6.234252312761262","87—89, Pembroke Road, Pembroke West B ED, Dublin, County Dublin, Leinster, D04 W996, Éire / Ireland"
Sheffield Stand,315001.6816,235198.4886,-6.27360004122409,53.35473009303777,5,"53.35473009303777, -6.27360004122409","#195 Phibsboro Road, Constitution Hill, Phibsborough Road, Arran Quay A ED, Dublin, County Dublin, Leinster, D07 A562, Éire / Ireland"
Sheffield Stand,317870.4809,235152.8973,-6.230554587301437,53.35368968573316,12,"53.35368968573316, -6.230554587301437","Beckett Building, East Road, Marino, Fairview, North Dock B ED, Dublin, County Dublin, Leinster, D01 Y161, Éire / Ireland"
Sheffield Stand,315613.8499,231546.5702,-6.2657426038981745,53.32179931743614,5,"53.32179931743614, -6.2657426038981745","Murray Mobile, 2, Rathmines Road Upper, Rathmines, Rathmines West C ED, Dublin, County Dublin, Leinster, D06 C5H0, Éire / Ireland"
Sheffield Stand,316661.6092,236938.6337,-6.248042087118934,53.369994731675575,5,"53.369994731675575, -6.248042087118934","Dublin City University All Hallows Campus, Grace Park View, Grace Park Wood, Drumcondra South A ED, Dublin, County Dublin, Leinster, D09 F821, Éire / Ireland"
